total_budget,budget_instagram,pct_instagram,budget_google,pct_google,budget_tiktok,pct_tiktok,budget_facebook,pct_facebook,budget_youtube,pct_youtube,budget_linkedin,pct_linkedin,aov,creative_quality,campaign_days,target_margin,age,gender,income_level,conversions,revenue,instagram_impr,instagram_clicks,instagram_conv,instagram_rev,google_impr,google_clicks,google_conv,google_rev,tiktok_impr,tiktok_clicks,tiktok_conv,tiktok_rev,facebook_impr,facebook_clicks,facebook_conv,facebook_rev,youtube_impr,youtube_clicks,youtube_conv,youtube_rev,linkedin_impr,linkedin_clicks,linkedin_conv,linkedin_rev
29.36,8.65,0.2946,2.33,0.0794,2.45,0.0834,10.18,0.3467,0.09,0.0031,5.67,0.1931,15.36,0.469,22,0.43,49,man,low,9.929,152.51,4900.02,82.58,3.455,53.07,1145.24,33.12,2.05,31.48,1614.92,38.97,1.376,21.13,5105.06,86.83,2.809,43.14,32.38,0.51,0.011,0.16,1674.29,15.99,0.229,3.52
60.13,6.57,0.1093,12.61,0.2097,20.21,0.3361,0.46,0.0077,7.39,0.1229,12.89,0.2144,16.34,0.691,25,0.313,18,man,high,33.573,548.59,4101.12,90.41,4.243,69.33,4791.58,140.3,9.68,158.17,14129.9,445.09,18.048,294.91,214.18,4.97,0.159,2.6,2686.69,47.44,0.855,13.97,4165.86,39.81,0.589,9.62
76.3,5.41,0.0709,9.04,0.1185,2.74,0.0359,14.94,0.1958,13.42,0.1759,30.75,0.403,22.11,0.596,23,0.135,24,woman,high,18.279,404.15,2949.35,72.31,2.491,55.08,3699.31,118.76,6.731,148.83,1869.67,51.01,1.541,34.08,7007.5,139.16,4.191,92.65,5197.52,76.22,1.618,35.76,10704.22,116.96,1.707,37.74
96.42,27.29,0.283,4.04,0.0419,48.38,0.5018,7.51,0.0779,1.88,0.0195,7.33,0.076,15.26,0.794,22,0.464,79,woman,low,49.275,751.94,15129.17,344.08,15.214,232.17,1547.06,49.02,2.873,43.85,32802.22,719.33,28.288,431.68,4106.07,75.35,2.26,34.49,674.97,11.01,0.229,3.5,2724.1,28.78,0.41,6.25
28.15,0.53,0.0188,5.87,0.2085,3.7,0.1314,4.39,0.156,5.73,0.2036,7.93,0.2817,1.04,0.498,9,0.17,62,man,low,8.149,8.48,291.83,5.26,0.199,0.21,2624.99,72.03,4.23,4.4,2452.93,60.55,1.656,1.72,2142.19,38.2,1.125,1.17,2164.71,32.16,0.63,0.66,2497.24,21.91,0.309,0.32
127.03,25.21,0.1985,12.72,0.1001,27.27,0.2147,9.88,0.0778,30.92,0.2434,21.03,0.1656,17.93,0.782,28,0.181,28,woman,low,42.372,759.73,12864.21,255.17,9.263,166.08,4849.78,146.88,8.675,155.55,19453.56,489.04,17.619,315.9,4890.85,82.13,2.302,41.28,11070.14,180.61,3.51,62.94,6699.59,67.06,1.003,17.98
4.45,0.63,0.1416,0.31,0.0697,1.17,0.2629,0.22,0.0494,1.21,0.2719,0.91,0.2045,16.91,0.8,25,0.122,26,woman,low,1.594,26.95,317.16,5.46,0.238,4.02,131.38,4.28,0.273,4.62,796.35,21.5,0.832,14.07,115.87,2.44,0.073,1.24,424.04,6.51,0.135,2.29,305.59,2.8,0.042,0.71
187.32,28.68,0.1531,29.73,0.1587,42.11,0.2248,29.26,0.1562,13.56,0.0724,43.98,0.2348,22.61,0.866,22,0.398,75,man,all,72.49,1639.0,16833.95,345.84,14.906,337.02,12697.53,420.28,21.797,492.84,28700.93,741.11,24.831,561.43,13391.3,259.91,6.945,157.04,5179.53,94.11,1.893,42.8,12845.0,135.5,2.118,47.88
12.96,0.55,0.0424,2.95,0.2276,2.19,0.169,2.73,0.2106,0.59,0.0455,3.94,0.304,16.4,0.609,24,0.341,15,man,low,5.017,82.28,298.25,5.45,0.191,3.13,1229.27,32.88,2.264,37.12,1731.23,42.46,1.623,26.62,1322.23,24.49,0.673,11.04,243.84,3.71,0.077,1.27,1204.64,11.06,0.189,3.1
3.03,0.61,0.2013,0.58,0.1914,0.28,0.0924,0.88,0.2904,0.21,0.0693,0.48,0.1584,13.19,0.591,11,0.404,34,woman,high,1.368,18.05,339.15,8.12,0.37,4.88,249.74,7.97,0.515,6.79,186.46,5.15,0.189,2.49,413.77,7.94,0.25,3.3,76.4,1.24,0.022,0.29,153.98,1.59,0.023,0.3
17.86,5.49,0.3074,5.16,0.2889,5.05,0.2828,1.29,0.0722,0.56,0.0314,0.31,0.0174,19.39,0.839,26,0.558,26,woman,all,10.508,203.74,2899.85,58.3,2.229,43.22,2009.03,70.53,4.245,82.31,3651.75,102.32,3.549,68.82,651.98,13.75,0.399,7.73,214.64,3.39,0.072,1.39,97.48,1.02,0.014,0.27
3.12,0.32,0.1026,0.53,0.1699,0.59,0.1891,0.15,0.0481,0.6,0.1923,0.93,0.2981,23.22,0.51,22,0.134,48,woman,low,1.013,23.53,198.35,3.67,0.158,3.66,204.72,6.22,0.348,8.09,410.35,9.84,0.351,8.16,76.66,1.3,0.04,0.93,248.9,3.67,0.077,1.8,291.93,2.72,0.039,0.9
1.52,0.77,0.5066,0.26,0.1711,0.14,0.0921,0.1,0.0658,0.06,0.0395,0.17,0.1118,7.91,0.623,2,0.254,48,man,low,0.596,4.72,410.21,8.13,0.313,2.47,101.17,2.87,0.179,1.42,87.89,1.93,0.064,0.5,52.84,0.82,0.025,0.2,21.6,0.35,0.007,0.05,51.98,0.59,0.01,0.08
2.29,0.24,0.1048,0.53,0.2314,0.81,0.3537,0.29,0.1266,0.08,0.0349,0.34,0.1485,5.83,0.89,26,0.192,38,woman,low,1.12,6.53,131.9,2.47,0.102,0.59,235.66,8.05,0.459,2.68,512.69,13.6,0.446,2.6,138.46,2.89,0.082,0.48,31.08,0.51,0.011,0.07,109.27,1.23,0.021,0.12
79.17,0.9,0.0114,20.09,0.2538,12.84,0.1622,6.86,0.0866,18.23,0.2303,20.25,0.2558,3.82,0.459,1,0.503,76,woman,all,29.925,114.31,528.54,10.93,0.465,1.78,8460.37,271.09,16.712,63.84,8422.43,226.24,7.857,30.01,3152.43,55.17,1.594,6.09,6880.8,105.13,2.181,8.33,6933.51,75.3,1.116,4.26
107.41,36.5,0.3398,1.55,0.0144,44.63,0.4155,0.98,0.0091,15.48,0.1441,8.26,0.0769,14.8,0.918,22,0.592,16,woman,high,50.889,753.16,18426.9,433.55,16.84,249.23,609.97,18.71,0.896,13.25,28864.31,819.91,30.682,454.09,477.14,8.94,0.281,4.16,5987.47,94.23,1.726,25.55,2942.85,33.47,0.464,6.87
91.79,7.23,0.0788,17.86,0.1946,14.16,0.1543,8.94,0.0974,22.0,0.2397,21.59,0.2352,13.36,0.857,1,0.211,53,woman,all,36.249,484.29,4184.03,95.04,3.912,52.27,7737.97,250.15,15.674,209.41,10078.29,285.92,9.573,127.89,5346.89,112.11,3.356,44.84,8671.66,133.57,2.453,32.78,7344.79,81.81,1.28,17.1
210.84,4.62,0.0219,37.06,0.1758,15.35,0.0728,117.55,0.5575,10.77,0.0511,25.5,0.1209,18.28,0.406,1,0.492,38,man,high,79.061,1445.23,2414.55,52.64,2.13,38.93,17173.31,447.39,26.152,478.05,10670.1,260.74,10.18,186.09,63781.88,1209.13,38.148,697.35,3916.51,66.48,1.342,24.53,8021.9,84.08,1.109,20.27
207.28,9.22,0.0445,162.98,0.7863,2.36,0.0114,18.99,0.0916,12.16,0.0587,1.57,0.0076,16.54,0.541,4,0.252,26,man,high,124.712,2062.74,5458.21,122.28,4.303,71.18,64751.69,1997.53,113.046,1869.79,1518.86,39.06,1.304,21.57,9521.66,148.54,4.748,78.53,4776.68,69.87,1.211,20.03,567.55,6.67,0.099,1.64
4.84,0.14,0.0289,0.38,0.0785,1.52,0.314,0.17,0.0351,0.85,0.1756,1.78,0.3678,12.25,0.7,24,0.222,33,woman,high,1.711,20.96,72.67,1.4,0.052,0.64,152.65,4.75,0.278,3.41,1165.11,31.62,1.103,13.51,86.8,1.71,0.052,0.64,337.17,5.06,0.116,1.42,590.68,6.79,0.11,1.35
180.02,71.31,0.3961,61.5,0.3416,26.91,0.1495,17.2,0.0955,2.09,0.0116,1.0,0.0056,18.97,0.872,24,0.467,56,man,low,104.021,1973.27,37183.23,613.34,26.087,494.87,27358.87,972.72,53.395,1012.9,19616.56,516.17,19.018,360.78,8628.91,167.73,5.231,99.24,770.34,11.96,0.249,4.72,294.39,2.9,0.041,0.77
124.31,25.91,0.2084,24.53,0.1973,19.11,0.1537,32.92,0.2648,12.09,0.0973,9.75,0.0784,8.5,0.804,2,0.454,77,man,low,49.119,417.51,14511.34,316.63,12.458,105.89,9671.95,286.03,15.015,127.63,13323.57,320.24,11.44,97.24,15421.37,311.87,8.615,73.23,4076.88,59.51,1.191,10.12,3037.67,32.01,0.4,3.4
2.03,0.19,0.0936,0.38,0.1872,0.18,0.0887,0.42,0.2069,0.42,0.2069,0.43,0.2118,13.81,0.917,25,0.558,14,woman,low,0.737,10.17,111.49,2.26,0.082,1.13,156.99,5.24,0.344,4.75,129.7,3.47,0.126,1.74,193.97,3.73,0.123,1.7,142.88,1.94,0.043,0.6,127.35,1.15,0.018,0.25
17.35,0.9,0.0519,1.56,0.0899,4.36,0.2513,0.37,0.0213,9.36,0.5395,0.8,0.0461,4.83,0.794,19,0.091,25,man,low,5.569,26.9,483.53,9.47,0.432,2.09,594.74,19.77,1.175,5.67,2946.15,76.78,2.63,12.7,188.05,3.9,0.123,0.6,3727.75,59.33,1.171,5.66,250.49,2.32,0.038,0.18
92.87,46.54,0.5011,12.52,0.1348,20.7,0.2229,1.65,0.0178,5.53,0.0595,5.94,0.064,12.13,0.539,24,0.399,43,woman,low,43.021,521.84,26887.75,520.09,18.889,229.13,4793.63,146.54,9.349,113.41,13721.33,341.71,13.524,164.05,807.36,13.46,0.402,4.88,2021.49,26.76,0.513,6.22,2016.57,21.67,0.343,4.17
2.2,1.0,0.4545,0.12,0.0545,0.1,0.0455,0.31,0.1409,0.37,0.1682,0.3,0.1364,18.83,0.591,11,0.24,46,woman,low,0.712,13.41,601.87,10.02,0.437,8.22,52.28,1.39,0.086,1.61,70.89,1.69,0.059,1.11,152.33,2.55,0.075,1.42,140.32,2.05,0.043,0.81,86.59,0.97,0.012,0.24
16.8,5.06,0.3012,5.4,0.3214,3.66,0.2179,0.94,0.056,0.99,0.0589,0.74,0.044,21.75,0.929,7,0.271,54,woman,all,9.839,213.99,2907.04,66.43,2.331,50.69,2549.21,93.18,5.148,111.97,2245.54,56.13,1.935,42.1,449.01,7.5,0.276,6.01,382.56,6.11,0.111,2.41,231.21,2.75,0.038,0.82
176.36,90.32,0.5121,22.73,0.1289,12.39,0.0703,18.26,0.1035,28.32,0.1606,4.33,0.0246,17.4,0.93,25,0.587,29,man,high,75.841,1319.63,49848.23,1141.79,42.933,747.03,9209.51,274.62,15.981,278.07,8509.62,260.34,8.313,144.65,8811.47,170.52,5.103,88.8,10284.72,163.06,3.291,57.27,1457.77,14.73,0.219,3.81
153.52,59.91,0.3902,7.81,0.0509,28.65,0.1866,18.82,0.1226,11.79,0.0768,26.55,0.1729,16.04,0.695,6,0.515,77,man,high,66.172,1061.4,38754.12,918.79,34.838,558.8,3239.19,88.69,5.359,85.96,20573.03,518.31,18.452,295.97,9416.12,165.23,4.876,78.21,3706.73,65.19,1.333,21.38,9092.78,94.7,1.314,21.08
12.61,1.84,0.1459,1.2,0.0952,4.34,0.3442,1.23,0.0975,0.82,0.065,3.19,0.253,15.7,0.668,30,0.165,24,man,low,4.554,71.49,1069.15,20.92,0.824,12.93,485.14,15.79,0.877,13.77,2683.48,58.89,2.301,36.13,656.46,10.03,0.303,4.76,321.96,5.44,0.109,1.71,1063.55,9.28,0.14,2.19
8.8,0.84,0.0955,0.81,0.092,1.18,0.1341,3.29,0.3739,0.15,0.017,2.54,0.2886,23.04,0.586,17,0.438,34,man,high,3.034,69.89,483.4,8.18,0.355,8.18,331.86,10.78,0.634,14.6,840.7,23.21,0.71,16.35,1729.21,35.08,1.168,26.9,55.7,0.92,0.02,0.45,917.96,9.63,0.148,3.41
150.83,47.13,0.3125,59.9,0.3971,3.92,0.026,4.68,0.031,23.37,0.1549,11.83,0.0784,14.94,0.39,19,0.149,44,man,high,78.103,1166.86,28885.76,592.57,22.199,331.65,24675.59,771.7,49.602,741.05,2409.79,61.43,2.198,32.84,2317.63,45.65,1.303,19.46,8476.61,122.83,2.159,32.26,3579.53,40.24,0.642,9.59
209.25,26.96,0.1288,14.4,0.0688,14.07,0.0672,17.2,0.0822,130.01,0.6213,6.61,0.0316,23.51,0.725,5,0.535,53,man,low,47.138,1108.21,13863.32,273.2,11.072,260.3,6397.73,180.39,9.988,234.81,10284.34,219.53,7.565,177.84,8061.87,139.66,4.737,111.37,45544.03,688.28,13.479,316.88,1961.54,19.49,0.298,7.01
23.2,6.45,0.278,3.71,0.1599,9.26,0.3991,0.19,0.0082,2.4,0.1034,1.18,0.0509,2.04,0.873,15,0.392,80,man,high,12.756,26.02,3514.79,66.8,2.624,5.35,1544.16,51.37,3.164,6.45,6266.07,199.06,6.517,13.29,88.0,1.83,0.058,0.12,880.12,15.54,0.328,0.67,398.85,5.03,0.067,0.14
44.91,3.29,0.0733,15.3,0.3407,0.46,0.0102,3.18,0.0708,20.88,0.4649,1.8,0.0401,17.36,0.649,4,0.236,33,woman,all,17.516,304.08,1840.46,39.69,1.712,29.72,6145.32,193.72,12.07,209.53,316.52,7.79,0.318,5.52,1433.53,28.45,0.842,14.62,8480.91,136.03,2.476,42.98,555.61,6.24,0.098,1.71
22.12,5.22,0.236,0.09,0.0041,8.21,0.3712,4.78,0.2161,3.17,0.1433,0.64,0.0289,12.16,0.683,22,0.305,20,woman,low,8.582,104.36,2869.71,53.94,1.88,22.86,36.08,0.98,0.053,0.64,5885.3,130.89,4.875,59.28,2190.85,43.25,1.362,16.56,1180.68,18.84,0.383,4.66,192.23,2.01,0.03,0.36
1.36,0.04,0.0294,0.5,0.3676,0.08,0.0588,0.13,0.0956,0.45,0.3309,0.17,0.125,14.02,0.495,8,0.119,30,woman,all,0.514,7.21,22.23,0.36,0.013,0.18,199.12,5.72,0.357,5.01,64.03,1.61,0.059,0.82,58.83,0.99,0.027,0.38,168.16,2.37,0.051,0.72,58.03,0.59,0.008,0.11
3.06,0.77,0.2516,0.1,0.0327,0.48,0.1569,1.12,0.366,0.36,0.1176,0.23,0.0752,20.7,0.626,11,0.229,43,woman,low,1.116,23.1,402.8,7.57,0.324,6.72,39.41,1.21,0.077,1.59,378.88,8.65,0.302,6.25,502.26,9.91,0.356,7.37,128.82,2.07,0.042,0.86,75.66,0.96,0.015,0.32
45.51,1.65,0.0363,6.33,0.1391,2.24,0.0492,5.65,0.1241,28.31,0.6221,1.34,0.0294,1.01,0.66,11,0.509,26,man,high,12.87,13.0,880.52,21.1,0.837,0.85,2646.65,84.03,5.044,5.09,1406.42,36.59,1.336,1.35,2591.27,49.2,1.533,1.55,12987.43,208.98,4.058,4.1,430.91,4.31,0.062,0.06
58.78,18.9,0.3215,8.04,0.1368,3.06,0.0521,8.32,0.1415,3.91,0.0665,16.55,0.2816,18.87,0.9,2,0.099,48,man,high,24.025,453.36,10959.7,248.52,9.891,186.65,3396.85,123.82,7.152,134.97,2225.29,69.91,2.509,47.34,3907.2,94.14,2.897,54.66,1436.29,26.95,0.503,9.5,5394.75,64.52,1.073,20.25
172.11,41.47,0.241,2.06,0.012,5.83,0.0339,57.46,0.3339,59.58,0.3462,5.7,0.0331,10.38,0.803,10,0.074,56,man,all,52.506,545.01,22815.8,509.74,21.421,222.35,840.37,28.81,1.817,18.86,3970.85,94.75,3.452,35.83,28955.86,607.1,18.038,187.24,22545.12,385.95,7.469,77.53,1835.16,21.16,0.309,3.21
229.6,23.24,0.1012,35.8,0.1559,32.22,0.1403,91.0,0.3963,30.56,0.1331,16.79,0.0731,9.6,0.86,5,0.573,35,man,low,80.505,772.85,12521.55,246.82,10.04,96.39,13958.2,473.37,29.804,286.12,22103.31,470.8,18.099,173.75,43965.6,667.84,18.484,177.44,10984.9,171.32,3.364,32.29,5019.58,48.99,0.714,6.86
1.38,0.16,0.1159,0.1,0.0725,0.49,0.3551,0.29,0.2101,0.23,0.1667,0.11,0.0797,9.5,0.682,22,0.432,43,woman,low,0.615,5.85,91.62,1.84,0.086,0.82,44.37,1.22,0.076,0.72,367.92,10.53,0.343,3.26,145.96,2.47,0.08,0.76,76.81,1.11,0.024,0.23,38.1,0.43,0.007,0.07
13.18,2.17,0.1646,2.77,0.2102,0.89,0.0675,2.38,0.1806,1.9,0.1442,3.06,0.2322,15.61,0.785,9,0.095,69,man,low,4.826,75.34,1200.75,25.32,0.956,14.92,1121.91,33.95,2.317,36.17,604.87,15.32,0.499,7.8,1068.17,20.56,0.684,10.68,724.83,11.4,0.203,3.17,879.49,9.68,0.167,2.6
50.5,30.52,0.6044,11.1,0.2198,2.1,0.0416,2.84,0.0562,2.42,0.0479,1.52,0.0301,5.09,0.782,26,0.074,61,man,low,23.222,118.2,18994.27,280.25,11.719,59.65,5011.74,164.33,9.001,45.82,1468.22,37.39,1.262,6.42,1559.58,29.69,0.921,4.69,918.41,13.15,0.249,1.27,426.4,4.31,0.07,0.35
4.33,1.42,0.3279,1.09,0.2517,0.59,0.1363,0.9,0.2079,0.08,0.0185,0.26,0.06,10.61,0.612,27,0.343,31,man,low,1.983,21.04,849.33,14.96,0.643,6.82,467.41,12.46,0.776,8.24,412.53,9.66,0.318,3.37,519.39,8.36,0.218,2.32,28.57,0.51,0.01,0.11,100.42,1.04,0.017,0.18
192.65,54.1,0.2808,65.94,0.3423,41.45,0.2152,2.02,0.0105,8.72,0.0453,20.42,0.106,13.79,0.974,10,0.11,66,man,high,121.731,1678.67,32615.9,788.73,34.897,481.23,28132.6,1036.82,56.687,781.71,26714.36,775.43,27.147,374.36,905.87,19.17,0.593,8.18,3362.9,59.76,1.113,15.35,6136.55,80.86,1.293,17.83
1.95,0.06,0.0308,0.37,0.1897,0.06,0.0308,0.4,0.2051,0.41,0.2103,0.64,0.3282,23.28,0.789,20,0.586,35,woman,all,0.485,11.3,34.56,0.63,0.027,0.62,138.28,4.67,0.251,5.84,45.01,1.1,0.042,0.99,182.86,3.09,0.091,2.12,160.02,2.57,0.043,1.0,204.45,2.14,0.031,0.73
11.99,2.58,0.2152,3.11,0.2594,0.78,0.0651,0.6,0.05,0.02,0.0017,4.91,0.4095,19.34,0.924,7,0.15,68,all,all,4.151,80.28,1371.68,25.62,0.927,17.93,1285.55,40.16,2.174,42.05,562.61,13.24,0.532,10.29,317.61,5.84,0.186,3.61,6.79,0.1,0.002,0.04,1480.74,21.05,0.329,6.37
15.77,2.06,0.1306,2.22,0.1408,0.16,0.0101,4.43,0.2809,1.63,0.1034,5.28,0.3348,14.89,0.574,5,0.264,24,woman,all,4.426,65.9,1178.89,26.3,1.091,16.25,895.74,26.7,1.707,25.42,104.91,2.98,0.102,1.52,2042.13,38.21,1.057,15.74,629.37,9.12,0.153,2.28,1589.83,19.2,0.316,4.7
2.56,0.67,0.2617,0.45,0.1758,1.16,0.4531,0.17,0.0664,0.1,0.0391,0.0,0.0,14.58,0.881,16,0.342,26,woman,low,1.448,21.11,343.78,7.1,0.281,4.09,173.01,5.37,0.342,4.98,825.68,21.29,0.768,11.2,88.19,1.69,0.047,0.68,36.85,0.63,0.011,0.15,0.0,0.0,0.0,0.0
182.88,46.98,0.2569,13.71,0.075,10.13,0.0554,12.23,0.0669,59.94,0.3278,39.89,0.2181,23.52,0.836,19,0.165,28,woman,low,51.716,1216.36,23652.02,516.63,21.247,499.73,5960.87,166.47,10.731,252.39,6817.88,189.26,6.985,164.28,6163.07,111.85,3.378,79.46,23882.38,379.27,7.443,175.05,12874.8,127.84,1.933,45.46
1.37,0.17,0.1241,0.09,0.0657,0.18,0.1314,0.67,0.4891,0.14,0.1022,0.13,0.0949,1.4,0.704,2,0.491,21,man,low,0.484,0.68,90.38,1.89,0.083,0.12,37.98,1.06,0.068,0.1,125.95,3.43,0.124,0.17,337.26,6.09,0.189,0.26,51.25,0.77,0.014,0.02,46.18,0.45,0.006,0.01
91.76,10.16,0.1107,16.5,0.1798,47.55,0.5182,6.13,0.0668,3.79,0.0413,7.63,0.0832,17.13,0.978,10,0.32,37,man,low,46.958,804.4,5065.06,104.73,3.849,65.94,7150.6,202.31,10.724,183.71,32018.05,865.3,29.567,506.49,3073.45,61.71,1.724,29.53,1670.41,30.03,0.639,10.95,2425.69,28.79,0.454,7.78
19.58,1.99,0.1016,5.59,0.2855,4.92,0.2513,1.14,0.0582,5.34,0.2727,0.6,0.0306,17.72,0.642,30,0.286,45,woman,all,8.942,158.46,1086.72,25.05,0.937,16.61,2283.31,70.8,4.231,74.98,3416.67,90.7,2.896,51.31,534.51,10.12,0.261,4.62,1969.75,31.8,0.592,10.48,189.71,1.85,0.026,0.46
3.25,1.18,0.3631,0.17,0.0523,0.96,0.2954,0.06,0.0185,0.65,0.2,0.23,0.0708,13.12,0.961,9,0.496,73,man,high,1.603,21.03,693.95,17.09,0.686,9.0,65.24,2.34,0.13,1.71,652.75,18.03,0.66,8.65,30.78,0.68,0.022,0.29,250.78,4.82,0.088,1.15,76.45,0.97,0.017,0.22
127.3,2.75,0.0216,26.63,0.2092,13.29,0.1044,45.72,0.3592,6.08,0.0478,32.83,0.2579,8.87,0.417,28,0.561,44,woman,high,42.087,373.31,1538.2,29.71,1.124,9.97,10028.24,331.11,17.58,155.94,9848.09,228.44,8.73,77.43,22190.94,385.43,11.97,106.17,2124.46,36.41,0.77,6.83,11708.69,121.69,1.913,16.97
3.59,0.97,0.2702,0.15,0.0418,0.16,0.0446,0.56,0.156,0.85,0.2368,0.91,0.2535,6.24,0.72,1,0.387,36,man,all,0.971,6.06,542.78,12.24,0.456,2.84,62.26,1.74,0.092,0.57,116.12,3.16,0.095,0.59,266.79,4.97,0.176,1.1,341.79,5.34,0.107,0.67,303.11,3.02,0.045,0.28
15.7,0.09,0.0057,1.55,0.0987,3.43,0.2185,2.94,0.1873,4.43,0.2822,3.26,0.2076,3.95,0.634,1,0.338,17,man,all,4.614,18.23,48.79,1.15,0.052,0.21,681.38,22.4,1.195,4.72,2440.24,59.98,1.906,7.53,1414.89,24.62,0.755,2.98,1801.99,28.73,0.555,2.19,1059.23,9.32,0.151,0.6
85.96,15.28,0.1778,13.74,0.1598,1.52,0.0177,31.58,0.3674,11.29,0.1313,12.55,0.146,23.62,0.893,29,0.578,21,woman,low,26.219,619.29,8274.67,170.73,6.525,154.13,5301.13,164.81,8.748,206.63,1117.15,33.95,1.169,27.62,14894.12,269.19,7.61,179.75,4659.13,81.6,1.49,35.2,4095.42,38.65,0.676,15.96
83.28,19.03,0.2285,12.56,0.1508,15.25,0.1831,16.26,0.1952,8.78,0.1054,11.4,0.1369,14.26,0.929,23,0.493,22,woman,low,31.877,454.57,9560.41,166.69,5.789,82.54,4824.83,153.14,10.281,146.61,10193.17,277.87,8.398,119.75,8698.44,176.44,5.817,82.95,3298.4,45.39,1.033,14.74,3239.92,35.45,0.559,7.97
16.84,0.28,0.0166,0.64,0.038,0.73,0.0433,5.16,0.3064,2.27,0.1348,7.77,0.4614,4.25,0.665,19,0.577,75,man,high,3.602,15.31,164.67,3.84,0.153,0.65,271.26,10.13,0.644,2.74,563.32,14.6,0.52,2.21,2691.71,52.25,1.57,6.67,868.07,13.24,0.296,1.26,2441.32,26.1,0.419,1.78
38.42,6.45,0.1679,1.07,0.0279,10.57,0.2751,5.67,0.1476,4.16,0.1083,10.5,0.2733,21.23,0.658,11,0.381,21,man,low,12.855,272.9,3494.61,72.54,3.078,65.35,432.1,12.89,0.794,16.85,6807.94,197.19,6.359,135.0,2835.0,53.69,1.683,35.72,1631.82,24.05,0.511,10.86,3005.93,33.51,0.43,9.12
1.67,0.03,0.018,0.59,0.3533,0.53,0.3174,0.2,0.1198,0.22,0.1317,0.09,0.0539,10.48,0.897,14,0.419,43,woman,high,1.061,11.12,17.41,0.38,0.017,0.18,253.16,9.94,0.516,5.41,374.43,11.14,0.416,4.36,99.66,2.26,0.072,0.76,86.54,1.58,0.033,0.35,29.82,0.41,0.006,0.06
1.21,0.04,0.0331,0.21,0.1736,0.19,0.157,0.2,0.1653,0.45,0.3719,0.13,0.1074,14.92,0.845,4,0.273,21,man,all,0.38,5.67,22.54,0.53,0.018,0.27,80.59,2.5,0.137,2.05,121.31,3.7,0.119,1.77,99.94,1.98,0.058,0.86,157.62,2.72,0.041,0.62,43.67,0.43,0.006,0.09
8.33,0.6,0.072,1.28,0.1537,0.09,0.0108,2.07,0.2485,3.43,0.4118,0.85,0.102,5.9,0.538,10,0.382,60,man,all,2.093,12.35,313.09,6.09,0.257,1.52,517.76,15.01,0.949,5.6,65.55,1.52,0.057,0.33,989.39,14.63,0.469,2.77,1279.9,16.47,0.327,1.93,268.23,2.57,0.035,0.21
3.19,0.22,0.069,0.51,0.1599,1.24,0.3887,0.47,0.1473,0.68,0.2132,0.06,0.0188,3.01,0.945,29,0.294,28,woman,low,1.466,4.41,128.63,2.92,0.113,0.34,205.17,6.59,0.398,1.2,921.39,21.64,0.747,2.25,242.23,4.51,0.134,0.4,235.78,3.68,0.072,0.22,18.28,0.21,0.003,0.01
2.08,0.03,0.0144,0.61,0.2933,0.73,0.351,0.09,0.0433,0.26,0.125,0.36,0.1731,14.04,0.783,26,0.549,63,man,all,0.963,13.52,15.9,0.34,0.014,0.2,240.13,7.46,0.426,5.98,510.06,13.46,0.446,6.26,45.0,0.9,0.027,0.39,99.19,1.41,0.028,0.4,122.03,1.48,0.022,0.3
1.39,0.69,0.4964,0.08,0.0576,0.1,0.0719,0.16,0.1151,0.03,0.0216,0.34,0.2446,23.94,0.659,29,0.384,39,man,high,0.552,13.22,388.62,7.69,0.351,8.41,33.05,1.13,0.068,1.62,72.84,1.84,0.062,1.48,84.14,1.41,0.043,1.04,11.05,0.2,0.004,0.1,113.9,1.49,0.024,0.57
66.94,14.84,0.2217,9.31,0.1391,3.37,0.0503,17.3,0.2584,4.47,0.0668,17.66,0.2638,23.02,0.845,18,0.599,37,all,high,23.006,529.59,7736.42,179.87,6.763,155.69,4039.57,135.6,7.825,180.13,2231.34,59.49,1.947,44.81,7788.58,174.2,5.007,115.27,1654.58,26.2,0.533,12.26,5516.34,64.63,0.931,21.43
12.35,5.07,0.4105,2.84,0.23,0.03,0.0024,0.4,0.0324,4.0,0.3239,0.02,0.0016,6.03,0.721,30,0.441,38,woman,low,5.132,30.95,2833.51,54.64,2.257,13.61,1182.74,36.74,2.237,13.49,23.29,0.57,0.02,0.12,183.18,3.36,0.094,0.56,1725.33,28.34,0.523,3.15,6.43,0.07,0.001,0.01
165.1,22.91,0.1388,49.84,0.3019,46.97,0.2845,36.25,0.2196,1.2,0.0073,7.92,0.048,9.37,0.87,24,0.375,17,all,all,98.324,921.3,12773.19,278.38,11.888,111.39,20873.64,673.44,43.617,408.69,34953.12,895.29,32.366,303.27,18329.37,369.87,9.94,93.14,443.85,7.38,0.159,1.49,2286.77,24.96,0.354,3.31
3.8,1.0,0.2632,0.63,0.1658,0.33,0.0868,0.25,0.0658,1.4,0.3684,0.18,0.0474,15.21,0.394,19,0.165,33,man,high,1.359,20.67,483.58,8.73,0.353,5.37,275.22,9.04,0.578,8.79,218.12,5.04,0.174,2.65,124.31,2.29,0.068,1.03,582.61,9.16,0.179,2.73,57.88,0.56,0.007,0.11
